//ID	Skill Name	Skill name Ru	Identify if it is a lifeskill	View to Interface	is level up	use in mount	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	-1uisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy2	item dummy3	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
59	Ray of Luck	Ray of Luck	1	1	1	0	6,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	600	2	1	0	0	0	0	0	SkillSp_Xyzg	0	0	0	0	Skill_Xyzg_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	1	11	0	-1	-1	0	0	1	167,0	0,0	-1	-1	-1	0	0	-1	-1	168	0	0	0	s0063.png	0	0	0	0	0	0
60	Traversing	Traversing	1	1	1	0	2,10	1,3	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	0	4	1	0	0	0	0	0	SkillSp_Clcy	0	0	0	0	Skill_Clcy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Clcy	0	1	7	0	-1	-1	137	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	2	103	0	0	0	s0030.png	0	0	0	0	0	0
61	Inferno Blast	Inferno Blast	1	1	1	0	2,10	1,-1	1,4	1,-1	-1	2	1	0	-1	-1	1	1	1	600	4	2	0	0	2	0	0	SkillSp_Ssd	0	0	SkillArea_Sector_Ssd	0	Skill_Ssd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hyps	2	1	7	0	-1	-1	145	0	1	108,0	0,0	0	-1	1	2000	5000	-1	2	109	0	0	0	s0045.png	0	0	0	0	0	0
62	Sword Mastery	Мастер меча	1	1	1	0	1,10;8,10;9,10	1,-1	1,1;1,2	1,-1	-1	2	2	1	-1	66,2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jssl_Use	Skill_Jssl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0062.png	0	0	Atk increases when sword is equipped.	Increases by 6 * lvl.	Passive	0
63	Will of Steel	Стальная воля	1	1	1	0	8,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Gtyz_Use	Skill_Gtyz_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	48	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0063.png	0	0	Increase defence	Increase defence by 1 * lvl. In Chaos gives physical resist equivalent 1 * lvl.	Passive	0
64	Strengthen	Усиление	1	1	1	0	8,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Qhtz_Use	Skill_Qhtz_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0064.png	0	0	Increase max HP	Increase Max HP by 1% * lvl.	Passive	0
65	Deftness	Сноровка	1	1	1	0	9,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Lqhb_Use	Skill_Lqhb_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0065.png	0	0	Increase Dodge rate	Every Lv increase Dodge by 3 points	Passive	0
66	Concentration	Концентрация	1	1	1	0	1,10;8,10;9,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jdzz_Use	Skill_Jdzz_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0066.png	0	0	Increase hit rate	Hit Rate increase by 1,5 * lvl.	Passive	0
67	Champion of sword	Чемпион меча	1	1	1	0	8,10	1,-1	1,1;1,2	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jjsl_Use	Skill_Jjsl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0067.png	0	0	Increase any sword damage	Increases attack damage by 8 * lvl.	Passive	0
68	Blood Bull	Кровавый бык	1	1	1	0	8,10	1,-1	1,2	1,-1	-1	2	2	1	-1	64,3	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Mnrx_Use	Skill_Mnrx_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	48	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0068.png	0	0	Increase Max HP and Defense when equipped two-handed sword.	Increase HP by 2% * lvl and defence by 3% * lvl. In Chaos grants 25 hit rate.	Passive	0
69	Evasion	Evasion	1	1	1	0	9,10	1,1	1,1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Hys_Use	Skill_Hys_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
70	Blood Frenzy	Кровавое безумие	1	1	1	0	9,10	1,1	1,1	1,-1	-1	2	2	1	-1	109,4	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Pxkg_Use	Skill_Pxkg_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0070.png	0	0	Increase atk speed when equipped with dual swords.	Increase Atk Spd 10% for Lv 1. Atk Spd increase 2% for every subsequent Lv.	Passive	0
71	Beast Strength	Beast Strength	1	1	1	0	10,10	1,11	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Shtz_Use	Skill_Shtz_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
72	Recuperate	Recuperate	1	1	1	0	10,10	1,11	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Tzhf_Use	Skill_Tzhf_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
73	Shield Mastery	Shield Mastery	1	1	1	0	10,10	1,11	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Dpsl_Use	Skill_Dpsl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
74	Range Mastery	Мастер стрельбы	1	1	1	0	2,10;12,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	297	0	0	0	0	0	Skill_Gjsl_Use	Skill_Gjsl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0074.png	0	0	Increasse attack and hit rate.	Increase attack damage by 4 * lvl and hit rate by 1 * lvl.	Passive	0
75	Windwalk	Путь ветра	1	1	1	0	2,10;12,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jfb_Use	Skill_Jfb_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0075.png	0	0	Increase speed	Movement speed increases by 2% per skill level	Passive	0
76	Ranger	Ranger	1	1	1	0	2,10;12,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Clxz_Use	Skill_Clxz_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
77	Hunter Disguise	Hunter Disguise	1	1	1	0	12,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Lrwz_Use	Skill_Lrwz_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
78	Firegun Mastery	Мастер огнестрела	1	1	1	0	12,10	1,-1	1,4	1,-1	-1	2	2	1	-1	74,10	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Hqsl_Use	Skill_Hqsl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0078.png	0	0	Increase the atk of guns	Increases 6 minimum and 10 maximum damage per skill level	Passive	0
79	Vigor	Жизненная сила	1	1	1	0	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jsjc_Use	Skill_Jsjc_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0079.png	0	0	Increases Max SP and HP.	Increase max SP by 20 * lvl and HP by 30 * lvl.	Passive	0
80	Divine Grace	Милость господня	1	1	1	0	13,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	79,1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Sy_Use	Skill_Sy_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0080.png	0	0	Increases SP recovery rate and max SP.	Increases SP recovery rate by 3 * lvl and max SP by 10 * lvl.	Passive	0
81	Illusion Slash	Иллюзорный удар	1	1	1	0	1,10;8,10;9,10	1,-1	1,1;1,2	1,-1	-1	2	1	0	-1	62,5	1	1	3	800	4	1	0	0	0	0	0	SkillSp_Hyz	0	0	0	0	Skill_Hyz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hyz	2	1	14	0	40	2	186	0	0	218,0	0,0	0	9	-1	1018	1600	41	2	195	-1	0	0	s0081.png	0	0	Generate a air wave and damages target at a distance	Attack is boosted according to skill level and current attack speed	Fix consumption of 20 SP	0
82	Mighty Strike	Mighty Strike	1	1	1	0	8,10	1,-1	1,2	1,-1	-1	2	1	0	-1	-1	1	1	1	400	4	1	0	0	0	0	0	SkillSp_Zj	0	0	0	0	Skill_Zj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zj	1	1	10	0	42	2	187	0	0	218,0	0,0	-1	-1	-1	0	0	43	2	196	0	0	0	s0082.png	0	0	Damage nearby target with full force	Increases attack by 1.25 times at Level 1. Increases by 5% per skill level	Consumes 9 SP at Level 1. Increases by 1 SP per skill level	0
83	Primal Rage	Первобытная ярость	1	1	1	0	8,10	1,-1	1,2	1,-1	-1	2	1	0	-1	67,5	1	1	3	800	4	2	0	0	4	0	0	SkillSp_Swzq	0	0	SkillArea_Square_Swzq	0	Skill_Swzq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Swzq	1	1	13	0	50	-1	102	0	-1	0,0	0,0	-1	-1	-1	0	0	51	-1	103	-2	0	0	s0083.png	0	0	Attacks an area with great force.	Attacks with skill area with 150 radius. All players affected by this skill may get disarm, stun or damage. Skill have chance to miss.	Fix consumption of 46 SP	0
84	Berserk	Берсерк	1	1	1	0	1,10;8,10;9,10	1,-1	1,1;1,2	1,-1	-1	2	1	1	-1	66,5	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Kb	0	0	0	0	Skill_Kb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Kb	1	1	12	0	46	2	117	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	236	0	s0084.png	0	0	Put character into Berserk mode to increase attack speed	Increases attack speed of character tremendously over short duration. Effect increases with skill level	Fixed consumption of 15 SP	0
85	Backstab	Backstab	1	1	1	0	9,10	1,1	1,1	1,-1	-1	2	1	0	-1	-1	1	1	1	200	4	1	0	0	0	0	0	SkillSp_Bc	0	0	0	0	Skill_Bc_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Bc	1	1	7	0	-1	-1	0	0	1	124,0	0,0	-1	-1	-1	0	0	-1	2	125	0	0	0	0	0	0	0	0	0	0
86	Shadow Slash	Теневой удар	1	1	1	0	9,10	1,1	1,1	1,-1	-1	2	1	0	-1	70,8	1	1	1	200	4	1	0	0	0	0	0	SkillSp_Guz	0	0	0	0	Skill_Guz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Guz	1	1	41	-1	54	-1	252	0	-1	218,0	0,0	-1	-1	-1	0	0	55	-1	251	0	0	0	s0086.png	0	0	Wield two swords continuously, attacking and stun nearby target.	Damage is 110% of normal atk and causes faint for 1.5secs.Subsequent Lv increases damage by 10% and faint increases by 0.5secs.	Consumes 23 SP at Level 1. Increases by 3 SP per skill level	0
87	Poison Dart	Ядовитый дротик	1	1	1	0	9,10	1,1	1,1	1,-1	-1	2	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	SkillSp_Db	0	0	0	0	Skill_Db_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Db	2	1	40	-1	56	2	249	0	-1	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	s0087.png	0	0	Shoots a dart which poisons target.	Deals damage over time. After poison disappear target will stunned on 2 sec. Poison lasts 15 - 1 * lvl sec. Effect can't be scattered. Effect will no affect if target already poisoned or have radiation effect.	Fix consumption of 20 SP	0
88	Numb	Numb	1	1	1	0	9,10	1,1	1,1	1,-1	-1	2	1	0	-1	-1	1	1	1	400	4	1	0	0	0	0	0	SkillSp_Mb	0	0	0	0	Skill_Mb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Mb	2	1	7	-1	-1	2	186	0	-1	0,0	0,0	0	9	-1	1019	1600	-1	2	199	0	0	0	s0088.png	0	0	0	0	0	0
89	Eagle's Eye	Eagle's Eye	1	1	1	0	2,5;12,5	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Yy	0	0	0	0	Skill_Yy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Yy	1	1	12	0	58	-1	213	0	-1	0,0	0,0	-1	-1	1	0	0	-1	-1	215	-1	0	0	s0089.png	0	0	Increase character Hit Rate	Increases hit rate by 3 points per skill level	Fix consumption of 10 sp	0
90	Dual Shot	Двойной выстрел	1	1	1	0	2,10;12,10	1,3	1,-1	1,-1	-1	2	1	0	-1	74,2	1	1	3	1000	4	1	0	0	0	0	0	SkillSp_Lzj	0	0	0	0	Skill_Lzj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lzj	2	1	11	0	60	-1	105	0	-1	0,0	0,0	0	6	-1	2002	1600	61	2	104	-2	0	0	s0090.png	0	0	Deal burst damage with shot.	Delas 35% * lvl damage to target.	Fix consumption of 20 SP	0
91	Hunter Strike	Hunter Strike	1	1	1	0	2,10;12,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	200	4	1	0	0	0	0	0	SkillSp_Ldc	0	0	0	0	Skill_Ldc_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ldc	1	1	7	0	-1	2	186	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	2	125	0	0	0	0	0	0	0	0	0	0
92	Astro Strike	Astro Strike	1	1	1	0	11,10	1,3	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Hxqj	0	0	0	0	Skill_Hxqj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hxqj	2	1	7	-1	-1	11	139	0	-1	0,0	0,0	0	6	-1	1016	1600	-1	2	140	0	0	0	0	0	0	0	0	0	0
93	Frozen Arrow	Ледяная стрела	1	1	1	0	2,10;12,10	1,3	1,-1	1,-1	-1	2	1	0	-1	90,3	1	1	3	1000	4	1	0	0	0	0	0	SkillSp_Bdj	0	0	0	0	Skill_Bdj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Bdj	2	1	11	0	-1	2	296	0	-1	0,0	0,0	0	6	-1	1020	1600	-1	0	0	0	0	0	s0093.png	0	0	Shoots a chill arrow at far-away target, damaging and slowing down its speed.	Increases attack by 1.2 times and slows enemy at Level 1. Effect increases with skill level. Coldown desecrates with skill level.	Fixed consumption of 15 SP	0
94	Cripple	Калечащий выстрел	1	1	1	0	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	74,5	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Tj	0	0	0	0	Skill_Tj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Tj	2	1	11	0	66	-1	0	0	1	256,-1	142,0	0	-1	-1	0	0	67	2	144	0	0	0	s0094.png	0	0	Decreases movement speed and dodge rate of target	Decrease movement speed by 50%, dodge rate by 20% over a period of 5s at Level 1. Decreases 2.5% movement speed and duration increases by 1s per skill level	Consumes 10 SP at Level 1. Increases by 0.5 SP per skill level	0
95	Enfeeble	Ослабляющий выстрел	1	1	1	0	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	94,5	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Sj	0	0	0	0	Skill_Sj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sj	2	1	11	0	68	-1	0	0	1	256,-1	260,0	0	-1	-1	0	0	69	2	261	0	0	0	s0095.png	0	0	Decreases target's attack power and disable target from using skill.	Reduce target's atk by 20%, prevents using skill for 1 + 0,5 * lvl sec. Will no affect if target have Seal of Elder effect.	Consumes 26 SP at Level 1. Increases by 1 SP per skill level	0
96	Headshot	Выстрел в голову	1	1	1	0	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	95,3	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Bt	0	0	0	0	Skill_Bt_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Bt	2	1	11	0	70	-1	0	0	1	256,-1	257,0	0	-1	-1	0	0	71	2	258	0	0	0	s0096.png	0	0	Precise shot, causes direct damage to the head area. Ignore Defense and adding a certain % of damage based on target's remanining HP.	Deal 350 damage at Lv1 and ignore defense. Additional HP5% - 10% damage off target's current HP. Increases by 30 damage per skill level. Maximum damage - 3000.	Consumes 32 SP at Level 1. Increases by 2 SP per skill level	0
97	Heal	Исцеление	1	1	1	1	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	SkillSp_Xzy	0	0	0	0	Skill_Xzy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xzy	1	1	12	0	72	-1	113	0	-1	0,0	0,0	-1	-1	-1	0	0	73	2	114	-2	0	0	s0097.png	0	0	Restores target's HP and gains some EXP	Recover target's HP. Recovery amount depends on Caster's Lv, Skill Lv and Spr.	Consumes 34 SP at Level 1. Increases by 4 SP per skill level	0
98	Recover	Восстановление	1	1	1	1	5,1;13,1;14,1	1,-1	1,-1	1,-1	-1	2	1	1	-1	97,1	1	1	1	1000	5	1	0	0	0	0	0	SkillSp_Hfs	0	0	0	Skill_Hfs_Begin	Skill_Hfs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hfs	1	1	11	0	74	-1	219	0	-1	159,0	0,0	-1	-1	-1	0	0	-1	2	148	-1	0	0	s0098.png	0	0	Use medical means to remove target's abnormal status.	0	Fix consumption of 20 SP	0
99	Spiritual Bolt	Призрачный удар	1	1	1	0	5,10;13,10;14,10	1,-1	1,9	1,-1	-1	2	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Xlcz	0	0	0	Skill_Xlcz_Begin	Skill_Xlcz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xlcz	2	1	11	-1	92	-1	190	0	-1	0,0	0,0	0	9	1	2003	1200	93	2	0	-2	0	0	s0099.png	0	0	Use spiritual powers to damage target, ignoring defense	Deal magical damage and ignore Physical Defense. Damage determined by skill level and spirit difference between caster and target.	Consumes 32 SP at Level 1. Increases by 2 SP per skill level	0
100	Spiritual Fire	Spiritual Fire	1	1	1	0	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	800	5	1	0	0	0	0	0	SkillSp_Xlzh	0	0	0	0	Skill_Xlzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xlzh	1	1	12	-1	76	-1	191	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	202	-1	0	0	s0100.png	0	0	Increases Atk	Increases attack by 11% over 180s at Level 1. Increases attack by 1% and duration by 18s per skill level	Consumes 44 SP at Level 1. Increases by 4 SP per skill level	0
101	Tempest Boost	Tempest Boost	1	1	1	0	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	800	5	1	0	0	0	0	0	SkillSp_Fzlz	0	0	0	0	Skill_Fzlz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fzlz	1	1	12	0	78	-1	192	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	170	-1	0	0	s0101.png	0	0	Increase atk spd	Increases attack speed by 6% over 138s at Level 1. Increases attack speed by 13% and duration by 18s per skill level	Consumes 44 SP at Level 1. Increases by 4 SP per skill level	0
102	Tornado Swirl	Воронка торнадо	1	1	1	1	13,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	480,10	1	1	1	800	5	1	0	0	0	0	0	SkillSp_Jsfb	0	0	0	0	Skill_Jsfb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jsfb	1	1	12	0	84	-1	193	0	1	247,0	0,0	-1	-1	-1	0	0	-1	-1	203	0	0	0	s0102.png	0	0	Increases Critical Rate upon usage	Increases critical rate by 6% over 33s at Level 1. Increases critical rate by 1% and duration by 3s per skill level	Fix consumption of 20 SP	0
103	Angelic Shield	Ангельский щит	1	1	1	1	13,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	102,1	1	1	1	800	5	1	0	0	0	0	0	SkillSp_Tshd	0	0	0	0	Skill_Tshd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Tshd	1	1	12	0	86	-1	159	0	1	194,0	0,0	-1	-1	-1	0	0	-1	-1	160	-2	0	0	s0103.png	0	0	Increases Defense after use	Increases defense by 3% over 33s at Level 1. Increases defense by 3% and duration by 3s per skill level	Fix consumption of 20 SP	0
104	Seal of Elder	Печать старейшины	1	1	1	0	14,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	99,3	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Xzfy	0	0	0	0	Skill_Xzfy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xzfy	1	1	12	0	88	-1	204	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	205	0	0	0	s0104.png	0	0	Prevent target from using skill.	Stuns target on 3 sec and forbid use any skill. Duration: 3 + 0,5 * lvl sec. Will no affect if target already can't use skills.	Consumes 32 SP at Level 1. Increases by 2 SP per skill level	0
105	Shadow Insignia	Росчерк тени	1	1	1	0	14,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	104,5	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Ayzz	0	0	0	0	Skill_Ayzz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ayzz	1	1	12	0	90	-1	244	0	1	245,0	0,0	-1	-1	-1	0	0	-1	2	0	-2	179	0	s0105.png	0	0	Prevent target from using normal atk.	Prevent target from using normal attack and deal damage per second. Duration: 3 + 0,5 * lvl sec. Will no affect if target already can't attack.	Consumes 33 SP at Level 1. Increases by 3 SP per skill level	0
106	Energy Shield	Магический щит	1	1	1	1	13,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	80,10	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Xlpz	0	0	0	0	Skill_Xlpz_End	0	0	83	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xlpz	1	1	12	0	98	-1	246	0	1	247,0	0,0	-1	-1	-1	0	0	-1	2	248	-2	0	0	s0106.png	0	0	Activate to convert Damage taken into SP absorbed	Convert every 0.75 damage taken into 1 SP lost at Level 1. Damaged absorbed per SP is increased by 0.25 per skill level	Passive	0
107	Howl	Вой	1	1	1	0	8,10	1,-1	1,2	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Lh	0	0	SkillArea_Circle_Lh	0	Skill_Lh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lh	1	1	12	0	44	-1	100	0	-1	0,0	0,0	-1	-1	-1	0	0	45	-1	101	0	0	0	s0107.png	0	0	Using war cry to damage surrounding targets	Deals 20% * lvl damage in AoE.	Consumes 20 SP at Level 1. Increases by 1 SP per skill level	0
108	Barbaric Crush	Barbaric Crush	1	1	1	0	1,10;8,10;9,10	1,-1	1,2	1,-1	-1	2	1	0	-1	-1	1	1	1	400	4	3	0	0	4	0	0	SkillSp_Ymsl	0	0	SkillArea_Circle_Ymsl	0	Skill_Ymsl_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ymsl	1	1	11	0	-1	-1	117	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	101	0	0	0	0	0	0	0	0	0	0
