//ID	Model Type	Logic Type	Framework Number	Suite Serial	Lab	Part 00	Part 01	Part 02	Part 03	Part 04	Part 05	Part 06	Part 07	FeffID	EeffID	Special Effect Action Serial	Shadow	Action ID	Transparency	Actions	Breathing Sound Effect	Death Sound Effect	Can it be controlled	Area Limitation	Altitude Excursion	Items that can be equipped	length	width	height	Collision Range	Birth	Dead	Birth Effect	Death Effect	Hibernate Action	Death Instant Action	Remaining HP Effect Display	Attack can be swerve	Confirm to use blown away	script	Weapon used	Skill ID	1	2	Monster Skill Rate	drop list	Rate	Quantity Limit	Fatality Rate	Prefix Level	Quest Drop ID	Rate2	ai	turning	vision	noise	getexp	light	mobexp	lv	mxhp	hp	mxsp	sp	mnatk	mxatk	resist	def	hit	flee	crt	mf	hrec	srec	aspd	adis	chase_adis	mspd	col	str	agi	acc	con	spr	luk	left_rad	guild	title	job	exp	nexp	fame	ap	tp	gd	spri	stor	mxsail	sail	stasa	scsm	tstr	tagi	tdex	tcon	tsta	tluk	tmxhp	tmxsp	tatk	tdef	thit	tflee	tmf	tcrt	threc	tsrec	taspd	tadis	tspd	tspri	tscsm	chasf	Wcode
482	High school student	xxxx	1	5	0	0	100	5404	255	5405	5444	5406	0	5453	0	0	0	0,0,0	1	1	100	182	0	0	0	0	0	1,2,3,4,7,8	1	1	2	40	1,5,0	0,0,0	399	398	0	0	0,0,0	1	1	1	0	25	100	3740,3741,3742,3743,3744,3745	10000,10000,10000,10000,10000,10000	0	0	0	0	0	2	1	1000	0	0	1	0	45	1500	0	10000	0	128	193	12	120	101	100	10	164	4	0	2000	400	1500	250	0	20	20	20	20	20	20	20	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	8400
497	Novice Snow Chest	xxxx	4	5	683	0	1	1	0	0	0	0	0	0	0	0	0	0,0,0	1	311	100	0	0	0	0	0	0	0	1,201	1,201	1,201	40	1,0,0	2,5,0	399	0	0	0	0,0,0	1	1	0	0	0	0	2605,2608,8901,6831	5000,1000,5000,41666	0	0	0	0	0	1	1	1200	0	0	1	0	0	150000	0	15	0	0	0	60	2	-2	1	10	200	56	1	2000	0	0	0	0	0	0	5	5	5	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	15408
498	Standard Snow Chest	xxxx	4	5	683	0	1	1	0	0	0	0	0	0	0	0	0	0,0,0	1	311	100	0	0	0	0	0	0	0	1,201	1,201	1,201	40	1,0,0	2,5,0	399	0	0	0	0,0,0	1	1	0	0	0	0	2606,2609,8901,6822,6819	5000,1000,5000,33333,33333	0	0	0	0	0	1	1	1200	0	0	1	0	0	250000	0	15	0	0	0	60	2	-2	1	10	200	56	1	2000	0	0	0	0	0	0	5	5	5	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	15408
499	Expert Snow Chest	xxxx	4	5	683	0	1	1	0	0	0	0	0	0	0	0	0	0,0,0	1	311	100	0	0	0	0	0	0	0	1,201	1,201	1,201	40	1,0,0	2,5,0	399	0	0	0	0,0,0	1	1	0	0	0	0	2610,2607,8901,6825,6828,11511	1000,5000,5000,33333,33333,5000	0	0	0	0	0	1	1	1200	0	0	1	0	0	500000	0	15	0	0	0	60	2	-2	1	10	200	56	1	2000	0	0	0	0	0	0	5	5	5	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	15408
500	Wolf	xxxx	4	5	500	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4353,4820,1616,1640,3122,20109,20109	153,500,1111,20000,2000,100000,200000	0	0	0	0	0	10	1	1000	0	0	1	0	41	2462	0	10000	0	214	321	16	80	135	150	10	153	14	0	2000	300	1500	450	0	25	25	25	25	25	25	20	0	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	49312
501	Steel-shell Snail	xxxx	4	5	501	0	1	1	0	0	0	0	0	0	0	0	0	0	1	71	100	272	273	274	0	0	0	0	1.178	0.687	0.883	40	1,5	2,5	399	398	0	1	0	1	1	0	0	25	100	4717,4821,1613,1643,3123,20109,20109	185,322,1250,20000,2500,50000,166666	0	0	0	0	0	10	1	1000	0	0	1	0	44	2907	0	10000	0	172	259	21	114	145	159	10	150	15	0	2000	0	1500	450	0	27	27	71	93	27	27	20	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	21684
502	Elite Skeletal Archer	xxxx	4	5	502	0	1	1	0	0	0	0	0	0	0	0	0	0	1	154	100	206	207	208	0	0	0	0	1.568	1.244	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	141	100	4718,4822,1637,3369,3125,20109,20110	172,370,10000,20000,3333,33333,200000	0	0	0	0	0	10	1	1000	0	0	1	0	47	3267	0	10000	0	190	285	19	101	178	168	10	146	17	0	2000	400	1500	450	0	122	28	28	28	28	28	20	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	55940
503	Dark Mud Monster	xxxx	4	5	503	0	1	1	0	0	0	0	0	0	0	487	0	0	1	141	100	260	261	262	0	0	0	0	1.281	1.393	0.916	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4719,4823,1658,3364,3126,20109,20110	212,285,5000,20000,3333,33333,40000	0	0	0	4081	200	10	1	1000	0	0	1	0	49	3037	0	10000	0	279	418	19	94	162	174	10	144	17	0	2000	200	1500	450	0	53	29	29	176	29	29	20	0	0	0	2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	22732
504	Great Polar Bear	xxxx	4	5	504	0	1	1	0	0	0	0	0	0	0	0	0	0	1	144	100	233	234	235	0	0	0	0	2.236	1.113	1.344	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4720,4824,1608,3371,3126,20109,20110	181,333,1111,33333,2500,9523,95238	0	0	0	0	0	10	1	1000	0	0	1	0	49	4387	0	10000	0	203	304	22	126	162	156	10	144	17	0	2000	250	1500	450	0	53	29	78	127	29	78	20	0	0	0	2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	34076
505	Sturdy Rock Golem	xxxx	4	5	505	0	1	1	0	0	0	0	0	0	0	0	0	0	1	118	100	416	417	418	0	0	-50	0	1.649	3.906	3.697	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4721,4825,1658,3366,3133,20109,20110	158,454,3333,50000,3333,8000,26666	0	0	0	0	0	10	1	1000	0	0	1	0	51	4190	0	10000	0	219	328	25	130	169	185	10	142	21	0	2000	500	1500	450	0	30	30	30	30	30	30	20	0	0	0	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	55300
506	Elite Skeletal Warrior	xxxx	4	5	506	0	1	1	0	0	0	0	0	0	0	0	0	0	1	153	100	242	243	244	0	0	0	0	2.568	1.544	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4722,4826,1626,3385,3134,20110,20111	155,484,1250,5000,3333,33333,200000	0	0	0	0	0	10	1	1000	0	0	1	0	52	3368	0	10000	0	338	507	19	88	147	188	10	141	22	0	2000	350	1500	450	0	135	31	31	31	31	31	20	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	62300
507	Elite Palace Sentinel	xxxx	4	5	507	0	1	1	0	0	0	0	0	0	0	0	0	0	1	47	100	-1	-1	-1	0	0	0	0	1.954	2.185	4.311	40	1,5	2,5	399	394	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	82	8517	0	10000	0	479	718	36	205	279	263	10	107	33	0	2200	350	1500	315	0	169	46	46	128	46	46	20	0	0	0	5340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	61008
508	Horrific Cursed Corpse	xxxx	4	5	508	0	1	1	0	0	0	0	0	0	0	458	0	0	1	52	100	-1	-1	-1	0	0	0	0	1.896	1.696	2.599	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4724,4828,1635,3364,20111,20112,3126,1092	185,322,3333,12500,40000,200000,1250,50000	0	0	0	0	0	10	1	1000	0	0	1	0	63	7293	0	10000	0	307	460	28	159	211	203	10	128	29	0	2200	500	1500	315	0	36	36	130.5	36	36	36	20	0	0	0	3730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	43400
509	Elite Shadow Hunter	xxxx	4	5	509	0	1	1	0	0	0	0	0	0	0	482	0	0	1	117	100	269	270	271	0	0	0	0	1.829	1.332	2.125	40	1,5	2,5	399	398	0	0	0	1	1	0	0	138	100	4725,4829,1638,3379,20113,20114,3140	208,285,2000,6250,50000,200000,1666	0	0	0	0	0	10	1	1000	0	0	1	0	73	4800	0	10000	0	492	738	29	122	246	300	10	117	31	0	2000	400	1500	350	0	41	41	41	41	41	41	20	0	0	0	4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	40404
510	Elite Palace Guard	xxxx	4	5	510	0	1	1	0	0	0	0	0	0	0	0	0	0	1	47	100	-1	-1	-1	0	0	0	0	1.954	2.185	4.311	40	1,5	2,5	399	394	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	83	8517	0	10000	0	489	734	37	207	282	266	10	105	33	0	2200	350	1500	315	0	170.5	46	46	129	46	46	20	0	0	0	5410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	55820
511	Lumbering Treant	xxxx	4	5	511	0	1	1	0	0	0	0	0	0	0	0	0	0	1	119	100	339	340	341	0	0	-50	0	3.505	5.842	5.482	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4727,4831,1647,3365,20112,20113,3139	161,434,3333,4166,20000,166666,1428	0	0	0	0	0	10	1	1000	0	0	1	0	68	8514	0	10000	0	304	456	27	128	229	216	10	122	29	0	2400	280	1500	280	0	39	39	39	39	39	39	20	0	0	0	4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	79328
512	Cursed Water Fairy	xxxx	4	5	512	0	1	1	0	0	0	0	0	0	0	454	0	0	1	136	100	422	423	424	0	0	0	0	1.65	0.803	2.847	40	1,5	2,5	399	398	0	0	0	1	1	0	0	133,272	60,40	4728,4261,1632,1784,20112,20113,3143	158,333,2500,4347,25000,25000,1666	0	0	0	4263	2000	10	1	1000	0	0	1	0	68	10540	0	10000	0	514	771	37	205	309	377	10	122	29	0	800	250	1500	450	0	39	107	39	39	141	39	20	0	0	0	8280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	50348
513	Elite Werewolf Warrior	xxxx	4	5	513	0	1	1	0	0	0	0	0	0	0	0	0	0	1	155	100	245	246	247	0	0	-50	0	3.058	2.012	2.764	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4729,4833,1641,3366,3135,20110,20111	238,285,5000,33333,3333,20000,16000	0	0	0	0	0	10	1	1000	0	0	1	0	53	3384	0	10000	0	348	522	19	90	149	191	10	139	22	0	2000	350	1500	450	0	31	31	31	31	31	31	20	0	0	0	2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	80880
514	Huge Spiky Stramonium	xxxx	4	5	514	0	1	1	0	0	0	0	0	0	0	396	0	0	1	86	100	-1	345	346	0	0	0	0	2.286	2.169	2.303	40	1,5	2,5	399	396	0	0	0	1	1	0	0	129	100	4730,4834,1584,3390,3135,20110,20111	188,312,1000,6666,2500,50000,50000	0	0	0	0	0	10	0	1000	0	0	1	0	54	4260	0	10000	0	299	448	22	115	180	194	10	138	22	0	2000	700	1500	0	0	32	32	32	32	32	32	20	0	0	0	2575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	55396
515	Agile Tribal Villager	xxxx	4	5	515	0	1	1	0	0	0	0	0	0	0	0	0	0	1	138	100	281	282	283	0	0	0	0	2.56	2.322	3.035	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4731,4835,1644,3361,3136,20110,20111	157,464,5000,3333,5000,25000,50000	0	0	0	0	0	10	1	1000	0	0	1	0	56	3632	0	10000	0	316	474	23	95	187	230	10	136	23	0	2000	220	1500	450	0	89	33	89	61	33	33	20	0	0	0	2831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	58528
516	Cumbersome Snowman	xxxx	4	5	516	0	1	1	0	0	0	0	0	0	0	0	0	0	1	98	100	396	397	398	0	0	-50	0	5.17	3.877	4.18	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4732,4836,1632,1635,3122,20109,20109	151,526,10000,100000,1666,100000,142857	0	0	0	0	0	10	1	1000	0	0	1	0	41	3556	0	10000	0	156	234	18	106	135	135	10	153	14	0	2000	500	1500	450	0	25	25	25	25	25	25	20	0	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	57980
517	Cumbersome Yeti	xxxx	4	5	517	0	1	1	0	0	0	0	0	0	0	0	0	0	1	110	100	396	397	398	0	0	-50	0	3.753	3.753	3.481	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4734,4838,1637,1632,3123,20109,20109	238,285,10000,100000,2500,50000,166666	0	0	0	0	0	5	1	1000	0	0	1	0	44	4360	0	10000	0	151	226	18	85	145	143	10	150	15	0	2000	500	1500	450	0	27	27	27	27	27	27	20	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	68032
518	Vicious Pumpkin Knight	xxxx	4	5	518	0	1	1	0	0	0	0	0	0	0	456,457	0	0	1	37	100	257	258	259	0	0	0	0	1.373	1.398	2.089	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4735,4839,1638,1784,20111,20112,3138	238,285,5000,11111,50000,57142,1666	0	0	0	0	0	10	1	1000	0	0	1	0	63	4488	0	10000	0	461	692	23	106	179	226	10	128	29	0	2000	200	1500	350	0	162	36	36	36	36	36	20	0	0	0	3730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	63216
519	Elite Tribal Warrior	xxxx	4	5	519	0	1	1	0	0	0	0	0	0	0	0	0	0	1	138	100	281	282	283	0	0	0	0	2.56	2.322	3.035	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4736,4840,1632,3364,20111,20112,3138	222,285,2500,6666,28571,50000,1666	0	0	0	0	0	10	1	1000	0	0	1	0	64	4488	0	10000	0	472	709	23	108	182	229	10	127	29	0	2000	220	1500	350	0	101	37	101	69	37	37	20	0	0	0	3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	65860
520	Elite Werewolf Archer	xxxx	4	5	520	0	1	1	0	0	0	0	0	0	0	0	0	0	1	155	100	245	246	247	0	0	-50	0	3.058	2.012	2.764	40	1,5	2,5	399	398	0	0	0	1	1	0	0	141	100	4737,4841,1787,3366,20111,20112,3143,1092	161,434,2000,7692,28571,66666,1250,50000	0	0	0	0	0	10	1	1000	0	0	1	0	65	5632	0	10000	0	323	484	26	137	250	232	10	126	29	0	2000	350	1500	350	0	37	37	37	37	37	37	20	0	0	0	3950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	75520
521	Vicious Undead Warrior	xxxx	4	5	521	0	1	1	0	0	0	0	0	0	0	0	0	0	1	152	100	242	243	244	0	0	0	0	0.98	1.026	1.88	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4733,4837,1626,3366,3137,20110,20111	152,514,1000,12500,5000,100000,25000	0	0	0	0	0	10	1	1000	0	0	1	0	57	3656	0	10000	0	389	584	21	96	161	203	10	135	23	0	2000	350	1500	450	0	147	33	33	33	33	33	20	0	0	0	2965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	56024
522	Corrupted Guardian Angel	xxxx	4	5	522	0	1	1	1	0	0	0	0	0	0	488	0	0	1	168	100	370	371	372	0	0	0	0	2.996	1.75	3.803	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,151	50,50	4738,4842,1674,3367,20112,20113,3143,1092	172,370,2500,3846,25000,400000,2000,50000	0	0	0	0	0	10	1	1000	0	0	1	0	69	5088	0	10000	0	488	733	26	130	232	244	10	121	29	0	2000	300	1500	350	0	39	108	39	39	142.5	39	20	0	0	0	4390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	65500
523	Mad Tribal Witchdoctor	xxxx	4	5	523	0	1	1	0	0	0	0	0	0	0	0	0	0	1	38	100	281	282	283	0	0	0	0	2.56	2.322	3.035	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4739,4843,1787,3366,20112,20113,3143	160,443,2000,4000,20000,200000,2000	0	0	0	0	0	10	1	1000	0	0	1	0	69	5654	0	10000	0	355	532	25	130	232	244	10	121	29	0	1600	200	1500	420	0	108	39	108	73	39	39	20	0	0	0	4390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	55460
524	Frenzied Lizardman	xxxx	4	5	524	0	1	1	0	0	0	0	0	0	0	0	0	0	1	111	100	385	386	387	0	0	-50	0	3.693	2.82	2.977	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4740,4844,1647,1785,20112,20113,3127	157,463,3333,3703,40000,100000,1666	0	0	0	0	0	10	1	1000	0	0	1	0	69	4523	0	10000	0	533	800	25	116	197	244	10	121	29	0	2000	500	1500	350	0	39	39	39	39	39	39	20	0	0	0	4390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	59544
525	Nimble Forest Hunter	xxxx	4	5	525	0	1	1	0	0	0	0	0	0	0	0	0	0	1	147	100	269	270	271	0	0	0	0	1.262	0.891	2.205	40	1,5	2,5	399	398	0	0	0	1	1	0	0	138	100	4741,4845,1792,3365,20113,20114,3127	155,484,2500,3846,33333,133333,1666	0	0	0	0	0	10	1	1000	0	0	1	0	69	5654	0	10000	0	355	532	25	130	232	244	10	121	29	0	1600	400	1500	420	0	39	39	39	39	39	39	20	0	0	0	4390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	61212
526	Nimble Shadow Hunter	xxxx	4	5	526	0	1	1	0	0	0	0	0	0	0	482	0	0	1	117	100	269	270	271	0	0	0	0	1.829	1.332	2.125	40	1,5	2,5	399	398	0	0	0	1	1	0	0	138	100	4742,4846,1787,3367,20113,20114,3127	144,627,5000,3846,50000,66666,1428	0	0	0	0	0	10	1	1000	0	0	1	0	71	6072	0	10000	0	376	564	26	134	239	255	10	119	31	0	1600	400	1500	420	0	40	40	40	40	40	40	20	0	0	0	4570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	40404
527	Terra Soldier Leader	xxxx	4	5	527	0	1	1	0	0	0	0	0	0	0	0	0	0	1	66	100	320	321	322	0	0	0	0	2.079	1.563	1.772	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4743,4847,1641,1783,20113,20114,3127	188,312,2500,3333,40000,50000,1428	0	0	0	0	0	10	1	1000	0	0	1	0	71	4857	0	10000	0	564	846	26	119	203	255	10	119	31	0	2000	250	1500	350	0	111	40	75.5	75.5	40	40	20	0	0	0	4570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	56300
528	Elite Lizardman Warrior	xxxx	4	5	528	0	1	1	0	0	0	0	0	0	0	0	0	0	1	112	100	385	386	387	0	0	-50	0	3.894	2.976	3.324	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4744,4848,1647,3367,20113,20114,3140	208,285,2000,3703,33333,57142,2000	0	0	0	0	0	10	1	1000	0	0	1	0	71	12857	0	10000	0	804	1206	41	309	303	255	10	119	31	0	2000	500	1500	350	0	40	40	40	40	40	40	20	0	0	0	11570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	60468
529	Elite Terra Warrior	xxxx	4	5	529	0	1	1	0	0	0	0	0	0	0	0	0	0	1	67	100	218	219	220	0	0	0	0	3.008	1.983	2.21	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4745,4849,1787,3379,20113,20114,3140	156,476,2000,6666,28571,50000,2000	0	0	0	0	0	10	1	1000	0	0	1	0	72	4838	0	10000	0	576	865	26	120	206	258	10	118	31	0	2000	250	1500	350	0	185	41	77	41	41	41	20	0	0	0	4640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	59868
530	Infant Icy Dragon	xxxx	4	5	530	0	1	1	0	0	0	0	0	0	0	470	0	0	1	105	100	388	389	390	0	0	0	0	2.951	1.409	1.468	40	1,5	2,5	399	393	0	0	0	1	1	0	0	136	100	4746,4850,1652,3364,3125,20109,20110	161,434,2000,25000,2500,25000,125000	0	0	0	0	0	10	1	1000	0	0	1	0	47	3267	0	10000	0	238	357	19	101	155	168	10	146	17	0	2000	350	1500	450	0	28	28	28	28	28	28	20	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	55344
531	Feral White Bobcat	xxxx	4	5	531	0	1	1	0	0	0	0	0	0	0	0	0	0	1	36	100	200	201	202	0	0	0	0	0.932	0.849	2.057	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4747,4851,1743,1786,20113,20114,3140	181,333,1111,2500,33333,200000,1666	1	0	0	0	0	10	1	1000	0	0	1	0	74	4780	0	10000	0	503	754	30	124	250	303	10	116	30	0	2000	200	1500	350	0	79	116	42	116	42	42	20	0	0	0	4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	33480
532	Vicious Grassland Elder	xxxx	4	5	532	0	1	1	0	0	0	0	0	0	0	0	0	0	1	68	100	317	318	319	0	0	0	0	2.159	1.386	1.418	40	1,5	2,5	399	398	0	0	0	1	1	0	0	132	100	4748,4852,1641,1783,20113,20114,3143	152,514,1666,3225,66666,133333,1666	0	0	0	0	0	10	1	1000	0	0	1	0	73	5400	0	10000	0	540	811	28	137	246	261	10	117	31	0	2000	250	1500	350	0	114	41	41	114	114	41	20	0	0	0	4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	58164
533	Terra Artificer Leader	xxxx	4	5	533	0	1	1	0	0	0	0	0	0	0	0	0	0	1	65	100	320	321	322	0	0	0	0	2.252	1.191	1.651	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4749,4853,1787,1783,20113,20114,3140	222,285,2500,3125,50000,133333,1666	0	0	0	0	0	10	1	1000	0	0	1	0	73	6000	0	10000	0	492	738	29	153	246	261	10	117	31	0	2000	300	1500	350	0	77.5	41	77.5	77.5	41	41	20	0	0	0	4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	65568
534	Feral Black Bobcat	xxxx	4	5	534	0	1	1	0	0	0	0	0	0	0	0	0	0	1	35	100	200	201	202	0	0	0	0	0.932	0.849	2.057	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4750,4854,1743,3379,20113,20114,3140	181,333,1000,5882,33333,250000,1666	0	0	0	0	0	10	1	1000	0	0	1	0	75	4800	0	10000	0	514	771	30	125	254	307	10	115	31	0	2000	200	1500	350	0	79.5	42	117	192	42	42	20	0	0	0	4850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	33480
535	Ancient Relic Guard	xxxx	4	5	535	0	1	1	0	0	0	0	0	0	0	0	0	0	1	166	100	305	306	307	0	0	0	0	1.337	2.432	3.264	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	84	8517	0	10000	0	499	748	37	210	286	269	10	104	33	0	2200	400	1500	315	0	89	47	89	131	47	47	20	0	0	0	5480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	64840
536	Ancient Relic Protector	xxxx	4	5	536	0	1	1	0	0	0	0	0	0	0	450	0	0	1	50	100	305	306	307	0	0	0	0	2.008	3.188	3.376	40	1,5	2,5	399	398	0	0	0	1	1	0	0	146	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	85	8517	0	10000	0	508	763	38	212	290	271	10	103	33	0	2200	400	1500	315	0	89.5	47	89.5	132	47	47	20	0	0	0	5550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	69600
537	Sakura Pirate Sailor	xxxx	4	5	537	0	1	1	0	0	0	0	0	0	0	0	0	0	1	172	100	405	406	407	0	0	0	0	1.108	1.851	1.899	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4794,4898,1643,3389,3133,20109,20110	157,463,5000,5000,2500,10000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	51	4190	0	10000	0	219	328	18	98	169	185	10	142	21	0	1600	300	1500	540	0	55	30	30	183	30	30	20	0	0	0	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	61852
